"icd","icddesc","icdvers","hcc","rxhcc","inhcc","inrxhcc","year"
"20010","Lymphsrc unsp xtrndl org",9,9,,"Yes","No",2011
"20011","Lymphosarcoma head",9,9,,"Yes","No",2011
"20012","Lymphosarcoma thorax",9,9,,"Yes","No",2011
"20013","Lymphosarcoma abdom",9,9,,"Yes","No",2011
"20014","Lymphosarcoma axilla",9,9,,"Yes","No",2011
"20015","Lymphosarcoma inguin",9,9,,"Yes","No",2011
"20016","Lymphosarcoma pelvic",9,9,,"Yes","No",2011
"20017","Lymphosarcoma spleen",9,9,,"Yes","No",2011
"20018","Lymphosarcoma mult",9,9,,"Yes","No",2011
"20020","Brkt tmr unsp xtrndl org",9,9,,"Yes","No",2011
"20021","Burkitt's tumor head",9,9,,"Yes","No",2011
"20022","Burkitt's tumor thorax",9,9,,"Yes","No",2011
"20023","Burkitt's tumor abdom",9,9,,"Yes","No",2011
"20024","Burkitt's tumor axilla",9,9,,"Yes","No",2011
"20025","Burkitt's tumor inguin",9,9,,"Yes","No",2011
"20026","Burkitt's tumor pelvic",9,9,,"Yes","No",2011
"20027","Burkitt's tumor spleen",9,9,,"Yes","No",2011
"20028","Burkitt's tumor mult",9,9,,"Yes","No",2011
"20030","Margnl zone lym xtrndl",9,9,,"Yes","No",2011
"20031","Margin zone lym head",9,9,,"Yes","No",2011
"20032","Margin zone lym thorax",9,9,,"Yes","No",2011
"20033","Margin zone lym abdom",9,9,,"Yes","No",2011
"20034","Margin zone lym axilla",9,9,,"Yes","No",2011
"20035","Margin zone lym inguin",9,9,,"Yes","No",2011
"20036","Margin zone lym pelvic",9,9,,"Yes","No",2011
"20037","Margin zone lymph spleen",9,9,,"Yes","No",2011
"20038","Margin zone lymph multip",9,9,,"Yes","No",2011
"20040","Mantle cell lym xtrrndl",9,9,,"Yes","No",2011
"20041","Mantle cell lymph head",9,9,,"Yes","No",2011
"20042","Mantle cell lymph thorax",9,9,,"Yes","No",2011
"20043","Mantle cell lymph abdom",9,9,,"Yes","No",2011
"20044","Mantle cell lymph axilla",9,9,,"Yes","No",2011
"20045","Mantle cell lymph inguin",9,9,,"Yes","No",2011
"20046","Mantle cell lymph pelvic",9,9,,"Yes","No",2011
"20047","Mantle cell lymph spleen",9,9,,"Yes","No",2011
"20048","Mantle cell lymph multip",9,9,,"Yes","No",2011
"20050","Primary CNS lymph xtrndl",9,9,,"Yes","No",2011
"20051","Primary CNS lymph head",9,9,,"Yes","No",2011
"20052","Primary CNS lymph thorax",9,9,,"Yes","No",2011
"20053","Primary CNS lymph abdom",9,9,,"Yes","No",2011
"20054","Primary CNS lymph axilla",9,9,,"Yes","No",2011
"20055","Primary CNS lym inguin",9,9,,"Yes","No",2011
"20056","Primary CNS lymph pelvic",9,9,,"Yes","No",2011
"20057","Primary CNS lymph spleen",9,9,,"Yes","No",2011
"20058","Primary CNS lymph multip",9,9,,"Yes","No",2011
"20060","Anaplastic lymph xtrndl",9,9,,"Yes","No",2011
"20061","Anaplastic lymph head",9,9,,"Yes","No",2011
"20062","Anaplastic lymph thorax",9,9,,"Yes","No",2011
"20063","Anaplastic lymph abdom",9,9,,"Yes","No",2011
"20064","Anaplastic lymph axilla",9,9,,"Yes","No",2011
"20065","Anaplastic lymph inguin",9,9,,"Yes","No",2011
"20066","Anaplastic lymph pelvic",9,9,,"Yes","No",2011
"20067","Anaplastic lymph spleen",9,9,,"Yes","No",2011
"20068","Anaplastic lymph multip",9,9,,"Yes","No",2011
"20070","Large cell lymph xtrndl",9,9,,"Yes","No",2011
"20071","Large cell lymphoma head",9,9,,"Yes","No",2011
"20072","Large cell lymph thorax",9,9,,"Yes","No",2011
"20073","Large cell lymph abdom",9,9,,"Yes","No",2011
"20074","Large cell lymph axilla",9,9,,"Yes","No",2011
"20075","Large cell lymph inguin",9,9,,"Yes","No",2011
"20076","Large cell lymph pelvic",9,9,,"Yes","No",2011
"20077","Large cell lymph spleen",9,9,,"Yes","No",2011
"20078","Large cell lymph multip",9,9,,"Yes","No",2011
"20080","Oth varn unsp xtrndl org",9,9,,"Yes","No",2011
"20081","Mixed lymphosarc head",9,9,,"Yes","No",2011
"20082","Mixed lymphosarc thorax",9,9,,"Yes","No",2011
"20083","Mixed lymphosarc abdom",9,9,,"Yes","No",2011
"20084","Mixed lymphosarc axilla",9,9,,"Yes","No",2011
"20085","Mixed lymphosarc inguin",9,9,,"Yes","No",2011
"20086","Mixed lymphosarc pelvic",9,9,,"Yes","No",2011
"20087","Mixed lymphosarc spleen",9,9,,"Yes","No",2011
"20088","Mixed lymphosarc mult",9,9,,"Yes","No",2011
"20100","Hdgk prg unsp xtrndl org",9,9,,"Yes","No",2011
"20101","Hodgkins paragran head",9,9,,"Yes","No",2011
"20102","Hodgkins paragran thorax",9,9,,"Yes","No",2011
"20103","Hodgkins paragran abdom",9,9,,"Yes","No",2011
"20104","Hodgkins paragran axilla",9,9,,"Yes","No",2011
"20105","Hodgkins paragran inguin",9,9,,"Yes","No",2011
"20106","Hodgkins paragran pelvic",9,9,,"Yes","No",2011
"20107","Hodgkins paragran spleen",9,9,,"Yes","No",2011
"20108","Hodgkins paragran mult",9,9,,"Yes","No",2011
"20110","Hdgk grn unsp xtrndl org",9,9,,"Yes","No",2011
"20111","Hodgkins granulom head",9,9,,"Yes","No",2011
"20112","Hodgkins granulom thorax",9,9,,"Yes","No",2011
"20113","Hodgkins granulom abdom",9,9,,"Yes","No",2011
"20114","Hodgkins granulom axilla",9,9,,"Yes","No",2011
"20115","Hodgkins granulom inguin",9,9,,"Yes","No",2011
"20116","Hodgkins granulom pelvic",9,9,,"Yes","No",2011
"20117","Hodgkins granulom spleen",9,9,,"Yes","No",2011
"20118","Hodgkins granulom mult",9,9,,"Yes","No",2011
"20120","Hdgk src unsp xtrndl org",9,9,,"Yes","No",2011
"20121","Hodgkins sarcoma head",9,9,,"Yes","No",2011
"20122","Hodgkins sarcoma thorax",9,9,,"Yes","No",2011
"20123","Hodgkins sarcoma abdom",9,9,,"Yes","No",2011
"20124","Hodgkins sarcoma axilla",9,9,,"Yes","No",2011
"20125","Hodgkins sarcoma inguin",9,9,,"Yes","No",2011
"20126","Hodgkins sarcoma pelvic",9,9,,"Yes","No",2011
"20127","Hodgkins sarcoma spleen",9,9,,"Yes","No",2011
"20128","Hodgkins sarcoma mult",9,9,,"Yes","No",2011
"20140","Lym-hst unsp xtrndl orgn",9,9,,"Yes","No",2011
"20141","Hodg lymph-histio head",9,9,,"Yes","No",2011
"20142","Hodg lymph-histio thorax",9,9,,"Yes","No",2011
"20143","Hodg lymph-histio abdom",9,9,,"Yes","No",2011
"20144","Hodg lymph-histio axilla",9,9,,"Yes","No",2011
"20145","Hodg lymph-histio inguin",9,9,,"Yes","No",2011
"20146","Hodg lymph-histio pelvic",9,9,,"Yes","No",2011
"20147","Hodg lymph-histio spleen",9,9,,"Yes","No",2011
"20148","Hodg lymph-histio mult",9,9,,"Yes","No",2011
"20150","Ndr sclr unsp xtrndl org",9,9,,"Yes","No",2011
"20151","Hodg nodul sclero head",9,9,,"Yes","No",2011
"20152","Hodg nodul sclero thorax",9,9,,"Yes","No",2011
"20153","Hodg nodul sclero abdom",9,9,,"Yes","No",2011
"20154","Hodg nodul sclero axilla",9,9,,"Yes","No",2011
"20155","Hodg nodul sclero inguin",9,9,,"Yes","No",2011
"20156","Hodg nodul sclero pelvic",9,9,,"Yes","No",2011
"20157","Hodg nodul sclero spleen",9,9,,"Yes","No",2011
"20158","Hodg nodul sclero mult",9,9,,"Yes","No",2011
"20160","Mxd celr unsp xtrndl org",9,9,,"Yes","No",2011
"20161","Hodgkins mix cell head",9,9,,"Yes","No",2011
"20162","Hodgkins mix cell thorax",9,9,,"Yes","No",2011
"20163","Hodgkins mix cell abdom",9,9,,"Yes","No",2011
"20164","Hodgkins mix cell axilla",9,9,,"Yes","No",2011
"20165","Hodgkins mix cell inguin",9,9,,"Yes","No",2011
"20166","Hodgkins mix cell pelvic",9,9,,"Yes","No",2011
"20167","Hodgkins mix cell spleen",9,9,,"Yes","No",2011
"20168","Hodgkins mix cell mult",9,9,,"Yes","No",2011
"20170","Lym dplt unsp xtrndl org",9,9,,"Yes","No",2011
"20171","Hodg lymph deplet head",9,9,,"Yes","No",2011
"20172","Hodg lymph deplet thorax",9,9,,"Yes","No",2011
"20173","Hodg lymph deplet abdom",9,9,,"Yes","No",2011
"20174","Hodg lymph deplet axilla",9,9,,"Yes","No",2011
"20175","Hodg lymph deplet inguin",9,9,,"Yes","No",2011
"20176","Hodg lymph deplet pelvic",9,9,,"Yes","No",2011
"20177","Hodg lymph deplet spleen",9,9,,"Yes","No",2011
"20178","Hodg lymph deplet mult",9,9,,"Yes","No",2011
"20190","Hdgk dis unsp xtrndl org",9,9,,"Yes","No",2011
"20191","Hodgkins dis NOS head",9,9,,"Yes","No",2011
"20192","Hodgkins dis NOS thorax",9,9,,"Yes","No",2011
"20193","Hodgkins dis NOS abdom",9,9,,"Yes","No",2011
"20194","Hodgkins dis NOS axilla",9,9,,"Yes","No",2011
"20195","Hodgkins dis NOS inguin",9,9,,"Yes","No",2011
"20196","Hodgkins dis NOS pelvic",9,9,,"Yes","No",2011
"20197","Hodgkins dis NOS spleen",9,9,,"Yes","No",2011
"20198","Hodgkins dis NOS mult",9,9,,"Yes","No",2011
"20200","Ndlr lym unsp xtrndl org",9,9,,"Yes","No",2011
"20201","Nodular lymphoma head",9,9,,"Yes","No",2011
"20202","Nodular lymphoma thorax",9,9,,"Yes","No",2011
"20203","Nodular lymphoma abdom",9,9,,"Yes","No",2011
"20204","Nodular lymphoma axilla",9,9,,"Yes","No",2011
"20205","Nodular lymphoma inguin",9,9,,"Yes","No",2011
"20206","Nodular lymphoma pelvic",9,9,,"Yes","No",2011
"20207","Nodular lymphoma spleen",9,9,,"Yes","No",2011
"20208","Nodular lymphoma mult",9,9,,"Yes","No",2011
"20210","Mycs fng unsp xtrndl org",9,9,,"Yes","No",2011
"20211","Mycosis fungoides head",9,9,,"Yes","No",2011
"20212","Mycosis fungoides thorax",9,9,,"Yes","No",2011
"20213","Mycosis fungoides abdom",9,9,,"Yes","No",2011
"20214","Mycosis fungoides axilla",9,9,,"Yes","No",2011
"20215","Mycosis fungoides inguin",9,9,,"Yes","No",2011
"20216","Mycosis fungoides pelvic",9,9,,"Yes","No",2011
"20217","Mycosis fungoides spleen",9,9,,"Yes","No",2011
"20218","Mycosis fungoides mult",9,9,,"Yes","No",2011
"20220","Szry dis unsp xtrndl org",9,9,,"Yes","No",2011
"20221","Sezary's disease head",9,9,,"Yes","No",2011
"20222","Sezary's disease thorax",9,9,,"Yes","No",2011
"20223","Sezary's disease abdom",9,9,,"Yes","No",2011
"20224","Sezary's disease axilla",9,9,,"Yes","No",2011
"20225","Sezary's disease inguin",9,9,,"Yes","No",2011
"20226","Sezary's disease pelvic",9,9,,"Yes","No",2011
"20227","Sezary's disease spleen",9,9,,"Yes","No",2011
"20228","Sezary's disease mult",9,9,,"Yes","No",2011
"20230","Mlg hist unsp xtrndl org",9,9,,"Yes","No",2011
"20231","Mal histiocytosis head",9,9,,"Yes","No",2011
"20232","Mal histiocytosis thorax",9,9,,"Yes","No",2011
"20233","Mal histiocytosis abdom",9,9,,"Yes","No",2011
"20234","Mal histiocytosis axilla",9,9,,"Yes","No",2011
"20235","Mal histiocytosis inguin",9,9,,"Yes","No",2011
"20236","Mal histiocytosis pelvic",9,9,,"Yes","No",2011
"20237","Mal histiocytosis spleen",9,9,,"Yes","No",2011
"20238","Mal histiocytosis mult",9,9,,"Yes","No",2011
"20240","Lk rtctl unsp xtrndl org",9,9,,"Yes","No",2011
"20241","Hairy-cell leukem head",9,9,,"Yes","No",2011
"20242","Hairy-cell leukem thorax",9,9,,"Yes","No",2011
"20243","Hairy-cell leukem abdom",9,9,,"Yes","No",2011
"20244","Hairy-cell leukem axilla",9,9,,"Yes","No",2011
"20245","Hairy-cell leukem inguin",9,9,,"Yes","No",2011
"20246","Hairy-cell leukem pelvic",9,9,,"Yes","No",2011
"20247","Hairy-cell leukem spleen",9,9,,"Yes","No",2011
"20248","Hairy-cell leukem mult",9,9,,"Yes","No",2011
"20250","Ltr-siwe unsp xtrndl org",9,9,,"Yes","No",2011
"20251","Letterer-siwe dis head",9,9,,"Yes","No",2011
"20252","Letterer-siwe dis thorax",9,9,,"Yes","No",2011
"20253","Letterer-siwe dis abdom",9,9,,"Yes","No",2011
"20254","Letterer-siwe dis axilla",9,9,,"Yes","No",2011
"20255","Letterer-siwe dis inguin",9,9,,"Yes","No",2011
"20256","Letterer-siwe dis pelvic",9,9,,"Yes","No",2011
"20257","Letterer-siwe dis spleen",9,9,,"Yes","No",2011
"20258","Letterer-siwe dis mult",9,9,,"Yes","No",2011
"20260","Mlg mast unsp xtrndl org",9,9,,"Yes","No",2011
"20261","Mal mastocytosis head",9,9,,"Yes","No",2011
"20262","Mal mastocytosis thorax",9,9,,"Yes","No",2011
"20263","Mal mastocytosis abdom",9,9,,"Yes","No",2011
"20264","Mal mastocytosis axilla",9,9,,"Yes","No",2011
"20265","Mal mastocytosis inguin",9,9,,"Yes","No",2011
"20266","Mal mastocytosis pelvic",9,9,,"Yes","No",2011
"20267","Mal mastocytosis spleen",9,9,,"Yes","No",2011
"20268","Mal mastocytosis mult",9,9,,"Yes","No",2011
"20270","Periph T cell lym xtrndl",9,9,,"Yes","No",2011
"20271","Periph T cell lymph head",9,9,,"Yes","No",2011
"20272","Periph T cell lym thorax",9,9,,"Yes","No",2011
"20273","Periph T cell lym abdom",9,9,,"Yes","No",2011
"20274","Periph T cell lym axilla",9,9,,"Yes","No",2011
"20275","Periph T cell lym inguin",9,9,,"Yes","No",2011
"20276","Periph T cell lym pelvic",9,9,,"Yes","No",2011
"20277","Periph T cell lym spleen",9,9,,"Yes","No",2011
"20278","Periph T cell lym multip",9,9,,"Yes","No",2011
"20280","Oth lymp unsp xtrndl org",9,9,,"Yes","No",2011
"20281","Lymphomas NEC head",9,9,,"Yes","No",2011
"20282","Lymphomas NEC thorax",9,9,,"Yes","No",2011
"20283","Lymphomas NEC abdom",9,9,,"Yes","No",2011
"20284","Lymphomas NEC axilla",9,9,,"Yes","No",2011
"20285","Lymphomas NEC inguin",9,9,,"Yes","No",2011
"20286","Lymphomas NEC pelvic",9,9,,"Yes","No",2011
"20287","Lymphomas NEC spleen",9,9,,"Yes","No",2011
"20288","Lymphomas NEC mult",9,9,,"Yes","No",2011
"20290","Unsp lym unsp xtrndl org",9,9,,"Yes","No",2011
"20291","Lymphoid mal NEC head",9,9,,"Yes","No",2011
"20292","Lymphoid mal NEC thorax",9,9,,"Yes","No",2011
"20293","Lymphoid mal NEC abdom",9,9,,"Yes","No",2011
"20294","Lymphoid mal NEC axilla",9,9,,"Yes","No",2011
"20295","Lymphoid mal NEC inguin",9,9,,"Yes","No",2011
"20296","Lymphoid mal NEC pelvic",9,9,,"Yes","No",2011
"20297","Lymphoid mal NEC spleen",9,9,,"Yes","No",2011
"20298","Lymphoid mal NEC mult",9,9,,"Yes","No",2011
"20300","Mult mye w/o achv rmson",9,9,9,"Yes","Yes",2011
"20301","Mult myelm w remission",9,9,9,"Yes","Yes",2011
"20302","Mult myeloma in relapse",9,9,9,"Yes","Yes",2011
"20310","Pls cl leu w/o achv rmsn",9,9,9,"Yes","Yes",2011
"20311","Plsm cell leuk w rmson",9,9,9,"Yes","Yes",2011
"20312","Plsm cel leuk in relapse",9,9,9,"Yes","Yes",2011
"20380","Oth imno npl wo ach rmsn",9,9,9,"Yes","Yes",2011
"20381","Oth imnprfl npl w rmsn",9,9,9,"Yes","Yes",2011
"20382","Oth imnprlf neo-relapse",9,9,9,"Yes","Yes",2011
"20400","Ac lym leuk wo achv rmsn",9,7,11,"Yes","Yes",2011
"20401","Act lym leuk w rmsion",9,7,11,"Yes","Yes",2011
"20402","Act lymp leuk in relapse",9,7,11,"Yes","Yes",2011
"20410","Ch lym leuk wo achv rmsn",9,9,,"Yes","No",2011
"20411","Chr lym leuk w rmsion",9,9,,"Yes","No",2011
"20412","Chr lymp leuk in relapse",9,9,,"Yes","No",2011
"20420","Sbac lym leu wo ach rmsn",9,9,,"Yes","No",2011
"20421","Sbac lym leuk w rmsion",9,9,,"Yes","No",2011
"20422","Sbac lym leuk in relapse",9,9,,"Yes","No",2011
"20480","Oth lym leu wo achv rmsn",9,9,,"Yes","No",2011
"20481","Oth lym leuk w rmsion",9,9,,"Yes","No",2011
"20482","Oth lym leuk in relapse",9,9,,"Yes","No",2011
"20490","Uns lym leu wo ach rmsn",9,9,,"Yes","No",2011
"20491","Uns lym leuk w rmsion",9,9,,"Yes","No",2011
"20492","Lymp leuk NOS relapse",9,9,,"Yes","No",2011
"20500","Ac myl leuk wo achv rmsn",9,7,,"Yes","No",2011
"20501","Act myl leuk w rmsion",9,7,,"Yes","No",2011
"20502","Act myel leuk in relapse",9,7,,"Yes","No",2011
"20510","Ch myl leuk wo achv rmsn",9,8,8,"Yes","Yes",2011
"20511","Chr myl leuk w rmsion",9,8,8,"Yes","Yes",2011
"20512","Chr myel leuk in relapse",9,8,8,"Yes","Yes",2011
"20520","Sbac myl leu wo ach rmsn",9,8,8,"Yes","Yes",2011
"20521","Sbac myl leuk w rmsion",9,8,8,"Yes","Yes",2011
"20522","Sbac myl leuk in relapse",9,8,8,"Yes","Yes",2011
"20530","Myl sarcoma wo achv rmsn",9,8,8,"Yes","Yes",2011
"20531","Myl srcoma w rmsion",9,8,8,"Yes","Yes",2011
"20532","Myel sarcoma in relapse",9,8,8,"Yes","Yes",2011
"20580","Oth my leuk wo achv rmsn",9,8,8,"Yes","Yes",2011
"20581","Oth myl leuk w rmsion",9,8,8,"Yes","Yes",2011
"20582","Oth myel leuk in relapse",9,8,8,"Yes","Yes",2011
"20590","Uns my leu wo ach rmsn",9,8,8,"Yes","Yes",2011
"20591","Uns myl leuk w rmsion",9,8,8,"Yes","Yes",2011
"20592","Myel leuk NOS in relapse",9,8,8,"Yes","Yes",2011
"20600","Ac mono leu wo achv rmsn",9,7,11,"Yes","Yes",2011
"20601","Act mono leuk w rmsion",9,7,11,"Yes","Yes",2011
"20602","Act mono leuk in relapse",9,7,11,"Yes","Yes",2011
"20610","Ch mono leu wo achv rmsn",9,8,8,"Yes","Yes",2011
"20611","Chr mono leuk w rmsion",9,8,8,"Yes","Yes",2011
"20612","Chr mono leuk in relapse",9,8,8,"Yes","Yes",2011
"20620","Sbac mno leu wo ach rmsn",9,8,8,"Yes","Yes",2011
"20621","Sbac mono leuk w rmsion",9,8,8,"Yes","Yes",2011
"20622","Sbac mono leu in relapse",9,8,8,"Yes","Yes",2011
"20680","Ot mono leu wo achv rmsn",9,8,8,"Yes","Yes",2011
"20681","Oth mono leuk w rmsion",9,8,8,"Yes","Yes",2011
"20682","Oth mono leuk in relapse",9,8,8,"Yes","Yes",2011
"20690","Uns mno leu wo ach rmsn",9,8,8,"Yes","Yes",2011
"20691","Uns mono leuk w rmsion",9,8,8,"Yes","Yes",2011
"20692","Mono leuk NOS relapse",9,8,8,"Yes","Yes",2011
"20700","Ac erth/erlk wo ach rmsn",9,7,11,"Yes","Yes",2011
"20701","Act erth/erylk w rmson",9,7,11,"Yes","Yes",2011
"20702","Ac erth/erylk in relapse",9,7,11,"Yes","Yes",2011
"20710","Chr erythrm w/o ach rmsn",9,8,8,"Yes","Yes",2011
"20711","Chr erythrm w remision",9,8,8,"Yes","Yes",2011
"20712","Chr erythrmia in relapse",9,8,8,"Yes","Yes",2011
"20720","Mgkrcyt leuk wo ach rmsn",9,8,8,"Yes","Yes",2011
"20721","Mgkrycyt leuk w rmsion",9,8,8,"Yes","Yes",2011
"20722","Mgkrycyt leuk in relapse",9,8,8,"Yes","Yes",2011
"20780","Oth leuk w/o achv rmsn",9,8,8,"Yes","Yes",2011
"20781","Oth spf leuk w remsion",9,8,8,"Yes","Yes",2011
"20782","Oth spf leuk in relapse",9,8,8,"Yes","Yes",2011
"20800","Ac leu un cl wo ach rmsn",9,7,11,"Yes","Yes",2011
"20801","Act leuk uns cl w rmson",9,7,11,"Yes","Yes",2011
"20802","Ac leuk uns cl relapse",9,7,11,"Yes","Yes",2011
"20810","Ch leu un cl wo ach rmsn",9,9,,"Yes","No",2011
"20811","Chr leuk uns cl w rmson",9,9,,"Yes","No",2011
"20812","Ch leu uns cl in relapse",9,9,,"Yes","No",2011
"20820","Sbc leu un cl wo ah rmsn",9,9,,"Yes","No",2011
"20821","Sbac leuk uns cl w rmson",9,9,,"Yes","No",2011
"20822","Sbac leu uns cl-relapse",9,9,,"Yes","No",2011
"20880","Ot leu un cl wo ach rmsn",9,9,,"Yes","No",2011
"20881","Oth leuk uns cl w rmson",9,9,,"Yes","No",2011
"20882","Oth leuk uns cl-relapse",9,9,,"Yes","No",2011
"20890","Leuk NOS w/o achv rmsn",9,9,,"Yes","No",2011
"20891","Leukemia NOS w remission",9,9,,"Yes","No",2011
"20892","Leukemia NOS in relapse",9,9,,"Yes","No",2011
"20900","Mal crcnoid sm intst NOS",9,10,11,"Yes","Yes",2011
"20901","Malig carcinoid duodenum",9,10,11,"Yes","Yes",2011
"20902","Malig carcinoid jejunum",9,10,11,"Yes","Yes",2011
"20903","Malig carcinoid ileum",9,10,11,"Yes","Yes",2011
"20910","Mal crcnoid lg intst NOS",9,10,11,"Yes","Yes",2011
"20911","Malig carcinoid appendix",9,10,11,"Yes","Yes",2011
"20912","Malig carcinoid cecum",9,10,11,"Yes","Yes",2011
"20913","Mal crcnoid ascend colon",9,10,11,"Yes","Yes",2011
"20914","Mal crcnoid transv colon",9,10,11,"Yes","Yes",2011
"20915","Mal carcinoid desc colon",9,10,11,"Yes","Yes",2011
"20916","Mal carcinoid sig colon",9,10,11,"Yes","Yes",2011
"20917","Malig carcinoid rectum",9,10,11,"Yes","Yes",2011
"20920","Mal crcnd prim site unkn",9,10,11,"Yes","Yes",2011
"20921","Mal carcinoid bronc/lung",9,10,11,"Yes","Yes",2011
"20922","Malig carcinoid thymus",9,10,11,"Yes","Yes",2011
"20923","Malig carcinoid stomach",9,10,11,"Yes","Yes",2011
"20924","Malig carcinoid kidney",9,10,11,"Yes","Yes",2011
"20925","Mal carcnoid foregut NOS",9,10,11,"Yes","Yes",2011
"20926","Mal carcinoid midgut NOS",9,10,11,"Yes","Yes",2011
"20927","Mal carcnoid hindgut NOS",9,10,11,"Yes","Yes",2011
"20929","Malig carcinoid oth site",9,10,11,"Yes","Yes",2011
"20930","Malig neuroendo ca NOS",9,10,11,"Yes","Yes",2011
"20931","Merkel cell ca-face",9,10,11,"Yes","Yes",2011
"20932","Merkel cell ca-sclp/neck",9,10,11,"Yes","Yes",2011
"20933","Merkel cell ca-up limb",9,10,11,"Yes","Yes",2011
"20934","Merkel cell ca-low limb",9,10,11,"Yes","Yes",2011
"20935","Merkel cell ca-trunk",9,10,11,"Yes","Yes",2011
"20936","Merkel cell ca-oth sites",9,10,11,"Yes","Yes",2011
"20970","Sec neuroendo tumor NOS",9,7,11,"Yes","Yes",2011
"20971","Sec neuroend tu dist lym",9,7,,"Yes","No",2011
"20972","Sec neuroend tumor-liver",9,7,10,"Yes","Yes",2011
"20973","Sec neuroendo tumor-bone",9,7,10,"Yes","Yes",2011
"20974","Sec neuroendo tu-periton",9,7,10,"Yes","Yes",2011
"20975","Secondary Merkel cell ca",9,7,11,"Yes","Yes",2011
"20979","Sec neuroend tu oth site",9,7,11,"Yes","Yes",2011
"2250","Benign neoplasm brain",9,10,11,"Yes","Yes",2011
"2251","Benign neo cranial nerve",9,10,11,"Yes","Yes",2011
"2252","Ben neo cerebr meninges",9,10,11,"Yes","Yes",2011
"2253","Benign neo spinal cord",9,10,11,"Yes","Yes",2011
"2254","Ben neo spinal meninges",9,10,11,"Yes","Yes",2011
"2258","Benign neo nerv sys NEC",9,10,11,"Yes","Yes",2011
"2259","Benign neo nerv sys NOS",9,10,11,"Yes","Yes",2011
"2273","Benign neo pituitary",9,10,11,"Yes","Yes",2011
"2274","Ben neopl pineal gland",9,10,11,"Yes","Yes",2011
"22802","Hemangioma intracranial",9,10,11,"Yes","Yes",2011
"2370","Unc behav neo pituitary",9,10,,"Yes","No",2011
"2371","Unc behav neo pineal",9,10,,"Yes","No",2011
"2373","Unc behav neo paragang",9,10,,"Yes","No",2011
"2375","Unc beh neo brain/spinal",9,10,,"Yes","No",2011
"2376","Unc behav neo meninges",9,10,,"Yes","No",2011
"23770","Neurofibromatosis NOS",9,10,,"Yes","No",2011
"23771","Neurofibromatosis type I",9,10,,"Yes","No",2011
"23772","Neurofibromatosis typ II",9,10,,"Yes","No",2011
"23773","Schwannomatosis",9,10,,"Yes","No",2011
"23779","Neurofibromatosis NEC",9,10,,"Yes","No",2011
"2379","Unc beh neo nerv sys NEC",9,10,,"Yes","No",2011
"2386","Plasmacytoma NOS",9,,9,"No","Yes",2011
"23872","Low grde myelody syn les",9,44,48,"Yes","Yes",2011
"23873","Hi grde myelodys syn les",9,44,9,"Yes","Yes",2011
"23874","Myelodyspls syn w 5q del",9,44,9,"Yes","Yes",2011
"23875","Myelodysplastic synd NOS",9,44,48,"Yes","Yes",2011
"23876","Myelofi w myelo metaplas",9,,9,"No","Yes",2011
"23877","Post tp lymphprolif dis",9,,50,"No","Yes",2011
"23879","Lymph/hematpoitc tis NEC",9,,50,"No","Yes",2011
"2396","Brain neoplasm NOS",9,10,,"Yes","No",2011
"2400","Simple goiter",9,,20,"No","Yes",2011
"2409","Goiter NOS",9,,20,"No","Yes",2011
"2410","Nontox uninodular goiter",9,,20,"No","Yes",2011
"2411","Nontox multinodul goiter",9,,20,"No","Yes",2011
"2419","Nontox nodul goiter NOS",9,,20,"No","Yes",2011
